0.000	920.000	0.533	-0.543	0.030	5.470
-0.100	917.000	0.531	-0.540	0.029	5.410
0.200	914.000	0.529	-0.550	0.030	5.480
-0.100	920.000	0.533	-0.546	0.030	5.410
-0.200	927.000	0.538	-0.569	0.031	5.520
0.000	924.000	0.535	-0.556	0.030	5.440
-0.100	912.000	0.529	-0.559	0.031	5.470
-0.300	926.000	0.537	-0.562	0.031	5.470
-0.100	911.000	0.526	-0.540	0.029	5.330
-0.100	913.000	0.528	-0.554	0.030	5.380
-0.100	918.000	0.533	-0.549	0.030	5.410
0.200	919.000	0.533	-0.547	0.029	5.390
0.000	920.000	0.534	-0.570	0.031	5.420
-0.100	920.000	0.532	-0.550	0.029	5.310
0.000	689.000	0.395	-0.501	0.024	4.750
0.000	695.000	0.398	-0.506	0.024	4.750
-0.000	690.000	0.395	-0.502	0.024	4.690
0.100	689.000	0.395	-0.502	0.024	4.760
0.000	692.000	0.396	-0.495	0.023	4.640
0.100	700.000	0.402	-0.509	0.024	4.710
-0.100	689.000	0.392	-0.509	0.024	4.690
0.200	690.000	0.395	-0.515	0.024	4.730
0.000	690.000	0.393	-0.497	0.023	4.590
-0.100	694.000	0.398	-0.516	0.024	4.710
0.100	691.000	0.396	-0.504	0.023	4.630
0.000	693.000	0.397	-0.511	0.024	4.700
-0.100	686.000	0.393	-0.502	0.024	4.700
-0.000	684.000	0.392	-0.510	0.024	4.660
-0.100	690.000	0.396	-0.515	0.024	4.730
-0.100	571.000	0.323	-0.478	0.021	4.330
-0.100	560.000	0.316	-0.473	0.020	4.210
0.000	552.000	0.311	-0.465	0.020	4.280
-0.100	559.000	0.315	-0.471	0.020	4.230
0.100	570.000	0.323	-0.482	0.021	4.350
0.000	571.000	0.322	-0.470	0.020	4.250
0.000	563.000	0.317	-0.467	0.020	4.260
-0.300	565.000	0.319	-0.471	0.020	4.310
-0.100	567.000	0.320	-0.484	0.021	4.320
0.000	581.000	0.329	-0.488	0.021	4.320
0.000	562.000	0.318	-0.483	0.021	4.300
-0.200	553.000	0.311	-0.465	0.019	4.170
0.200	563.000	0.318	-0.472	0.020	4.280
0.000	565.000	0.320	-0.490	0.021	4.380
-0.100	403.000	0.222	-0.425	0.016	3.850
-0.400	402.000	0.223	-0.429	0.016	3.830
0.200	391.000	0.216	-0.432	0.017	3.920
0.000	397.000	0.219	-0.426	0.016	3.850
0.000	406.000	0.223	-0.419	0.016	3.780
0.000	404.000	0.222	-0.429	0.016	3.840
-0.000	391.000	0.215	-0.425	0.016	3.820
-0.200	404.000	0.223	-0.432	0.017	3.990
-0.100	394.000	0.217	-0.431	0.017	3.930
-0.100	400.000	0.220	-0.424	0.016	3.790
-0.100	395.000	0.218	-0.428	0.017	3.910
-0.000	397.000	0.219	-0.433	0.017	3.890
0.100	400.000	0.220	-0.427	0.017	3.870
-0.000	397.000	0.218	-0.421	0.016	3.880
-0.000	394.000	0.216	-0.415	0.016	3.860
-0.200	397.000	0.219	-0.428	0.017	3.890
0.300	400.000	0.219	-0.418	0.016	3.840
0.100	406.000	0.223	-0.422	0.016	3.890
0.000	406.000	0.225	-0.426	0.017	3.980
0.100	247.000	0.131	-0.396	0.015	3.790
0.100	248.000	0.131	-0.402	0.015	3.820
0.000	247.000	0.131	-0.401	0.015	3.800
-0.100	246.000	0.130	-0.399	0.015	3.880
0.000	247.000	0.130	-0.401	0.015	3.810
-0.200	248.000	0.131	-0.402	0.016	3.890
-0.000	248.000	0.132	-0.394	0.015	3.920
0.000	246.000	0.129	-0.400	0.015	3.850
0.000	246.000	0.130	-0.395	0.015	3.830
0.100	248.000	0.130	-0.397	0.015	3.860
-0.100	247.000	0.131	-0.397	0.016	3.920
0.000	248.000	0.132	-0.393	0.016	3.940
0.100	247.000	0.131	-0.400	0.016	3.890
0.000	249.000	0.132	-0.397	0.015	3.890
0.100	248.000	0.131	-0.391	0.015	3.950
-0.100	246.000	0.130	-0.395	0.016	3.950
0.100	135.000	0.065	-0.377	0.015	4.060
-0.000	135.000	0.065	-0.372	0.015	4.090
0.100	135.000	0.064	-0.369	0.015	4.020
-0.100	135.000	0.064	-0.368	0.015	4.070
-0.200	135.000	0.065	-0.371	0.015	4.070
0.100	136.000	0.064	-0.371	0.015	4.040
-0.000	135.000	0.064	-0.372	0.015	4.140
-0.200	135.000	0.064	-0.370	0.015	4.030
0.200	135.000	0.064	-0.367	0.015	4.110
0.100	136.000	0.065	-0.371	0.015	4.120
-0.000	134.000	0.063	-0.363	0.015	4.150
0.300	135.000	0.064	-0.364	0.015	4.130
-0.100	135.000	0.065	-0.364	0.015	4.170
0.200	136.000	0.065	-0.368	0.015	4.160
-0.200	136.000	0.065	-0.366	0.015	4.200
0.200	136.000	0.065	-0.365	0.015	4.120
0.000	135.000	0.065	-0.367	0.015	4.170
0.300	135.000	0.064	-0.363	0.015	4.120
0.200	64.000	0.022	-0.347	0.015	4.310
-0.100	64.000	0.023	-0.347	0.015	4.340
-0.200	64.000	0.023	-0.346	0.015	4.400
0.200	64.000	0.023	-0.343	0.015	4.430
-0.300	64.000	0.023	-0.338	0.015	4.420
-0.300	64.000	0.023	-0.344	0.015	4.420
-0.000	64.000	0.023	-0.343	0.015	4.390
0.100	64.000	0.023	-0.340	0.015	4.430
0.200	64.000	0.023	-0.340	0.015	4.420
0.000	64.000	0.023	-0.340	0.015	4.440
-0.100	64.000	0.023	-0.343	0.015	4.430
-0.100	64.000	0.023	-0.335	0.015	4.480
-0.100	64.000	0.023	-0.340	0.015	4.480
